90 #SUP: 8416
1 90 #SUP: 4488
2 90 #SUP: 3928
5 90 #SUP: 3796
6 90 #SUP: 3292
7 90 #SUP: 840
11 90 #SUP: 3268
12 90 #SUP: 2684
13 90 #SUP: 2320
24 90 #SUP: 5040
31 90 #SUP: 3808
36 90 #SUP: 8200
38 90 #SUP: 6824
41 90 #SUP: 5880
53 90 #SUP: 1232
55 90 #SUP: 3552
63 90 #SUP: 2480
67 90 #SUP: 5316
71 90 #SUP: 5076
90 94 #SUP: 8216
90 97 #SUP: 7768
90 104 #SUP: 3968
90 114 #SUP: 2424
90 120 #SUP: 4064
1 6 9 36 67 71 90 94 97 108 #SUP: 276
1 6 9 36 67 71 90 94 97 120 #SUP: 259
1 6 9 36 67 79 88 90 94 97 #SUP: 232
1 6 9 36 67 79 90 94 97 108 #SUP: 164
1 6 9 36 67 79 90 94 97 120 #SUP: 118
1 6 9 36 67 88 90 94 97 108 #SUP: 164
1 6 9 36 71 79 88 90 94 97 #SUP: 232
1 6 9 36 71 79 90 94 97 108 #SUP: 164
1 6 9 36 71 79 90 94 97 120 #SUP: 118
1 6 9 36 71 88 90 94 97 108 #SUP: 164
1 6 9 36 79 88 90 94 97 108 #SUP: 180
1 6 11 13 31 36 38 41 90 94 #SUP: 156
1 6 11 13 31 36 57 67 90 94 #SUP: 150
1 6 11 13 31 36 57 71 90 94 #SUP: 150
1 6 11 13 31 36 57 90 94 97 #SUP: 152
1 6 11 13 31 36 67 71 90 94 #SUP: 156
1 6 11 13 36 38 41 90 94 104 #SUP: 196
1 6 11 13 36 67 79 90 94 97 #SUP: 100
1 6 11 23 36 38 41 67 90 94 #SUP: 568
1 6 11 31 36 38 41 53 90 94 #SUP: 134
1 6 11 31 36 38 53 67 90 94 #SUP: 138
1 6 11 31 36 38 53 90 94 128 #SUP: 115
1 6 11 31 36 38 67 79 90 94 #SUP: 192
1 6 11 31 36 38 67 88 90 94 #SUP: 192
1 6 11 31 36 38 67 90 94 120 #SUP: 232
1 6 11 31 36 38 67 90 94 121 #SUP: 232
1 6 11 31 36 38 90 94 121 128 #SUP: 229
1 6 11 31 36 53 57 67 90 94 #SUP: 122
1 6 11 31 36 53 57 71 90 94 #SUP: 122
1 6 11 31 36 53 57 90 94 97 #SUP: 120
1 6 11 31 36 53 67 71 90 94 #SUP: 135
1 6 11 31 36 53 67 90 94 97 #SUP: 120
1 6 11 31 36 57 67 71 90 94 #SUP: 443
1 6 11 31 36 57 67 79 90 94 #SUP: 158
1 6 11 31 36 57 67 90 94 97 #SUP: 438
1 6 11 31 36 57 67 90 94 120 #SUP: 226
1 6 11 31 36 57 71 79 90 94 #SUP: 158
1 6 11 31 36 57 71 90 94 97 #SUP: 438
1 6 11 31 36 57 71 90 94 120 #SUP: 226
1 6 11 31 36 57 79 90 94 97 #SUP: 156
1 6 11 31 36 57 79 90 94 120 #SUP: 88
1 6 11 31 36 57 90 94 97 120 #SUP: 228
1 6 11 31 36 67 71 79 90 94 #SUP: 171
1 6 11 31 36 67 79 90 94 97 #SUP: 174
1 6 11 31 36 67 79 90 94 120 #SUP: 94
1 6 11 31 36 67 90 94 97 120 #SUP: 234
1 6 11 31 36 79 90 94 97 120 #SUP: 96
1 6 11 36 38 41 53 90 94 104 #SUP: 150
1 6 11 36 38 41 55 90 94 104 #SUP: 106
1 6 11 36 38 41 90 94 104 121 #SUP: 270
1 6 11 36 38 50 67 90 94 97 #SUP: 146
1 6 11 36 38 53 67 79 90 94 #SUP: 90
1 6 11 36 38 53 67 88 90 94 #SUP: 90
1 6 11 36 38 53 67 90 94 97 #SUP: 146
1 6 11 36 38 55 67 79 90 94 #SUP: 144
1 6 11 36 38 55 67 88 90 94 #SUP: 144
1 6 11 36 38 67 79 88 90 94 #SUP: 184
1 6 11 36 38 67 79 90 94 97 #SUP: 264
1 6 11 36 38 67 79 90 94 121 #SUP: 136
1 6 11 36 38 67 88 90 94 97 #SUP: 264
1 6 11 36 38 67 88 90 94 121 #SUP: 136
1 6 11 36 38 67 90 94 97 121 #SUP: 276
1 6 11 36 55 67 79 90 94 97 #SUP: 126
1 6 12 24 31 41 67 71 90 97 #SUP: 112
1 6 12 31 36 41 67 71 90 94 #SUP: 104
1 6 12 31 36 41 67 79 90 94 #SUP: 152
1 6 12 31 36 41 67 88 90 94 #SUP: 152
1 6 12 31 36 41 67 90 94 100 #SUP: 160
1 6 12 31 36 41 71 79 90 94 #SUP: 152
1 6 12 31 36 41 71 88 90 94 #SUP: 152
1 6 12 31 36 41 71 90 94 100 #SUP: 160
1 6 12 31 36 41 79 88 90 94 #SUP: 272
1 6 12 31 36 41 79 90 94 100 #SUP: 272
1 6 12 31 36 41 88 90 94 100 #SUP: 272
1 6 12 31 38 41 55 67 71 90 #SUP: 88
1 6 12 36 67 71 79 88 90 94 #SUP: 104
1 6 13 23 36 38 41 67 90 94 #SUP: 356
1 6 13 24 31 36 79 90 94 97 #SUP: 160
1 6 13 31 36 38 41 53 90 94 #SUP: 88
1 6 13 31 36 38 67 71 90 94 #SUP: 324
1 6 13 31 36 38 90 94 104 121 #SUP: 158
1 6 13 31 36 41 56 90 94 97 #SUP: 416
1 6 13 31 36 41 67 71 90 94 #SUP: 340
1 6 13 31 36 41 67 79 90 94 #SUP: 172
1 6 13 31 36 41 67 88 90 94 #SUP: 172
1 6 13 31 36 41 71 79 90 94 #SUP: 172
1 6 13 31 36 41 71 88 90 94 #SUP: 172
1 6 13 31 36 41 79 88 90 94 #SUP: 168
1 6 13 31 36 41 79 90 94 100 #SUP: 136
1 6 13 31 36 41 88 90 94 100 #SUP: 136
1 6 13 31 36 44 67 90 94 97 #SUP: 92
1 6 13 31 36 44 71 90 94 97 #SUP: 92
1 6 13 31 36 50 67 90 94 97 #SUP: 92
1 6 13 31 36 50 71 90 94 97 #SUP: 92
1 6 13 31 36 53 57 90 94 97 #SUP: 88
1 6 13 31 36 53 67 71 90 94 #SUP: 88
1 6 13 31 36 57 67 71 90 94 #SUP: 296
1 6 13 31 36 57 67 79 90 94 #SUP: 108
1 6 13 31 36 57 67 90 94 97 #SUP: 296
1 6 13 31 36 57 67 90 94 120 #SUP: 154
1 6 13 31 36 57 71 79 90 94 #SUP: 108
1 6 13 31 36 57 71 90 94 97 #SUP: 296
1 6 13 31 36 57 71 90 94 120 #SUP: 154
1 6 13 31 36 57 79 90 94 97 #SUP: 112
1 6 13 31 36 57 90 94 97 120 #SUP: 160
1 6 13 31 36 67 71 79 90 94 #SUP: 160
1 6 13 31 36 67 71 88 90 94 #SUP: 156
1 6 13 31 36 67 71 90 94 97 #SUP: 340
1 6 13 31 36 67 71 90 94 120 #SUP: 158
1 6 13 31 36 67 79 88 90 94 #SUP: 120
1 6 13 31 36 67 79 90 94 97 #SUP: 184
1 6 13 31 36 67 88 90 94 97 #SUP: 176
1 6 13 31 36 67 90 94 97 107 #SUP: 184
1 6 13 31 36 67 90 94 97 108 #SUP: 184
1 6 13 31 36 67 90 94 97 120 #SUP: 160
1 6 13 31 36 71 79 88 90 94 #SUP: 120
1 6 13 31 36 71 79 90 94 97 #SUP: 184
1 6 13 31 36 71 88 90 94 97 #SUP: 176
1 6 13 31 36 71 90 94 97 107 #SUP: 184
1 6 13 31 36 71 90 94 97 108 #SUP: 184
1 6 13 31 36 71 90 94 97 120 #SUP: 160
1 6 13 31 36 79 88 90 94 97 #SUP: 176
1 6 13 31 36 79 90 94 97 107 #SUP: 120
1 6 13 31 36 79 90 94 97 108 #SUP: 120
1 6 13 31 36 88 90 94 97 107 #SUP: 120
1 6 13 31 36 88 90 94 97 108 #SUP: 120
1 6 13 31 38 41 67 71 90 104 #SUP: 340
1 6 13 31 38 67 71 90 97 104 #SUP: 352
1 6 13 31 38 67 71 90 104 120 #SUP: 178
1 6 13 31 41 44 67 71 90 97 #SUP: 96
1 6 13 31 41 67 71 90 97 108 #SUP: 172
1 6 13 36 38 41 53 90 94 104 #SUP: 96
1 6 13 36 38 41 90 94 104 121 #SUP: 174
1 6 13 36 38 67 79 88 90 94 #SUP: 104
1 6 13 36 38 67 79 90 94 104 #SUP: 164
1 6 13 36 38 67 88 90 94 104 #SUP: 164
1 6 13 36 38 67 90 94 97 104 #SUP: 352
1 6 13 36 38 67 90 94 104 121 #SUP: 178
1 6 13 36 41 44 67 90 94 97 #SUP: 104
1 6 13 36 41 50 67 90 94 97 #SUP: 104
1 6 13 36 41 67 79 88 90 94 #SUP: 152
1 6 13 36 41 67 79 90 94 97 #SUP: 208
1 6 13 36 41 67 88 90 94 97 #SUP: 208
1 6 13 36 41 67 90 94 97 107 #SUP: 200
1 6 13 36 41 67 90 94 97 108 #SUP: 200
1 6 13 36 41 79 88 90 94 97 #SUP: 208
1 6 13 36 41 79 90 94 97 107 #SUP: 136
1 6 13 36 41 79 90 94 97 108 #SUP: 136
1 6 13 36 41 88 90 94 97 107 #SUP: 136
1 6 13 36 41 88 90 94 97 108 #SUP: 136
1 6 13 36 67 79 88 90 94 97 #SUP: 160
1 6 13 36 67 79 90 94 97 107 #SUP: 112
1 6 13 36 67 79 90 94 97 108 #SUP: 112
1 6 13 36 67 88 90 94 97 107 #SUP: 112
1 6 13 36 67 88 90 94 97 108 #SUP: 112
1 6 13 36 79 88 90 94 97 107 #SUP: 112
1 6 13 36 79 88 90 94 97 108 #SUP: 112
1 6 13 38 41 44 67 90 97 104 #SUP: 104
1 6 13 38 41 55 67 90 97 104 #SUP: 96
1 6 13 38 41 67 90 97 104 108 #SUP: 180
1 6 16 31 36 41 56 90 94 97 #SUP: 544
1 6 16 31 36 41 67 71 90 94 #SUP: 356
1 6 16 31 36 41 67 79 90 94 #SUP: 228
1 6 16 31 36 41 67 88 90 94 #SUP: 228
1 6 16 31 36 41 71 79 90 94 #SUP: 228
1 6 16 31 36 41 71 88 90 94 #SUP: 228
1 6 16 31 36 41 79 88 90 94 #SUP: 292
1 6 16 31 36 44 67 90 94 97 #SUP: 108
1 6 16 31 36 44 71 90 94 97 #SUP: 108
1 6 16 31 36 44 79 90 94 97 #SUP: 92
1 6 16 31 36 44 88 90 94 97 #SUP: 92
1 6 16 31 36 50 67 90 94 97 #SUP: 108
1 6 16 31 36 50 71 90 94 97 #SUP: 108
1 6 16 31 36 50 79 90 94 97 #SUP: 92
1 6 16 31 36 50 88 90 94 97 #SUP: 92
1 6 16 31 36 67 71 79 90 94 #SUP: 180
1 6 16 31 36 67 71 88 90 94 #SUP: 180
1 6 16 31 36 67 71 90 94 97 #SUP: 368
1 6 16 31 36 67 79 88 90 94 #SUP: 180
1 6 16 31 36 67 79 90 94 97 #SUP: 240
1 6 16 31 36 67 88 90 94 97 #SUP: 240
1 6 16 31 36 67 90 94 97 107 #SUP: 216
1 6 16 31 36 67 90 94 97 108 #SUP: 216
1 6 16 31 36 71 79 88 90 94 #SUP: 180
1 6 16 31 36 71 79 90 94 97 #SUP: 240
1 6 16 31 36 71 88 90 94 97 #SUP: 240
1 6 16 31 36 71 90 94 97 107 #SUP: 216
1 6 16 31 36 71 90 94 97 108 #SUP: 216
1 6 16 31 36 79 88 90 94 97 #SUP: 304
1 6 16 31 36 79 90 94 97 107 #SUP: 184
1 6 16 31 36 79 90 94 97 108 #SUP: 184
1 6 16 31 36 88 90 94 97 107 #SUP: 184
1 6 16 31 36 88 90 94 97 108 #SUP: 184
1 6 21 36 67 79 88 90 94 97 #SUP: 96
1 6 23 36 38 41 53 67 90 94 #SUP: 296
1 6 23 36 38 41 55 67 90 94 #SUP: 176
1 6 23 36 38 41 67 79 90 94 #SUP: 432
1 6 23 36 38 41 67 88 90 94 #SUP: 432
1 6 23 36 38 41 67 90 94 104 #SUP: 976
1 6 23 36 44 67 90 94 97 104 #SUP: 264
1 6 23 36 50 67 90 94 97 104 #SUP: 264
1 6 23 36 53 67 71 79 90 94 #SUP: 120
1 6 23 36 53 67 71 88 90 94 #SUP: 120
1 6 23 36 53 67 79 88 90 94 #SUP: 96
1 6 23 36 53 67 79 90 94 104 #SUP: 136
1 6 23 36 53 67 88 90 94 104 #SUP: 136
1 6 23 36 53 67 90 94 97 104 #SUP: 264
1 6 23 36 57 67 71 90 94 104 #SUP: 928
1 6 23 36 67 71 79 88 90 94 #SUP: 176
1 6 23 36 67 79 88 90 94 104 #SUP: 256
1 6 23 36 67 79 90 94 97 104 #SUP: 432
1 6 23 36 67 88 90 94 97 104 #SUP: 432
1 6 23 36 67 90 94 97 104 108 #SUP: 504
1 6 24 31 36 67 79 90 94 97 #SUP: 324
1 6 24 31 36 68 79 90 94 97 #SUP: 292
1 6 24 31 36 71 79 90 94 97 #SUP: 300
1 6 24 31 36 79 88 90 94 97 #SUP: 568
1 6 31 36 38 41 57 90 94 104 #SUP: 884
1 6 31 36 38 50 67 90 94 97 #SUP: 230
1 6 31 36 38 53 67 79 90 94 #SUP: 110
1 6 31 36 38 53 67 88 90 94 #SUP: 110
1 6 31 36 38 53 67 90 94 120 #SUP: 119
1 6 31 36 38 53 67 90 94 121 #SUP: 119
1 6 31 36 38 53 90 94 121 128 #SUP: 113
1 6 31 36 38 55 63 67 90 94 #SUP: 88
1 6 31 36 38 55 67 71 90 94 #SUP: 112
1 6 31 36 38 55 67 79 90 94 #SUP: 104
1 6 31 36 38 55 67 88 90 94 #SUP: 104
1 6 31 36 38 67 71 79 90 94 #SUP: 368
1 6 31 36 38 67 71 88 90 94 #SUP: 368
1 6 31 36 38 67 71 90 94 104 #SUP: 912
1 6 31 36 38 67 79 88 90 94 #SUP: 184
1 6 31 36 38 67 79 90 94 97 #SUP: 344
1 6 31 36 38 67 79 90 94 120 #SUP: 180
1 6 31 36 38 67 79 90 94 121 #SUP: 180
1 6 31 36 38 67 88 90 94 97 #SUP: 344
1 6 31 36 38 67 88 90 94 120 #SUP: 180
1 6 31 36 38 67 88 90 94 121 #SUP: 180
1 6 31 36 38 67 90 94 97 120 #SUP: 460
1 6 31 36 38 67 90 94 97 121 #SUP: 460
1 6 31 36 38 67 90 94 97 128 #SUP: 888
1 6 31 36 41 44 56 90 94 97 #SUP: 344
1 6 31 36 41 50 56 90 94 97 #SUP: 344
1 6 31 36 41 56 67 90 94 97 #SUP: 1120
1 6 31 36 41 56 71 90 94 97 #SUP: 1120
1 6 31 36 41 56 79 90 94 97 #SUP: 800
1 6 31 36 41 56 88 90 94 97 #SUP: 800
1 6 31 36 41 56 90 94 97 107 #SUP: 688
1 6 31 36 41 56 90 94 97 108 #SUP: 688
1 6 31 36 41 67 71 79 90 94 #SUP: 464
1 6 31 36 41 67 71 88 90 94 #SUP: 464
1 6 31 36 41 67 71 90 94 100 #SUP: 192
1 6 31 36 41 67 79 88 90 94 #SUP: 384
1 6 31 36 41 67 79 90 94 100 #SUP: 288
1 6 31 36 41 67 88 90 94 100 #SUP: 288
1 6 31 36 41 71 79 88 90 94 #SUP: 384
1 6 31 36 41 71 79 90 94 100 #SUP: 288
1 6 31 36 41 71 88 90 94 100 #SUP: 288
1 6 31 36 41 79 88 90 94 100 #SUP: 528
1 6 31 36 44 67 71 90 94 97 #SUP: 256
1 6 31 36 44 67 79 90 94 97 #SUP: 144
1 6 31 36 44 67 88 90 94 97 #SUP: 144
1 6 31 36 44 67 90 94 97 107 #SUP: 144
1 6 31 36 44 67 90 94 97 108 #SUP: 144
1 6 31 36 44 71 79 90 94 97 #SUP: 144
1 6 31 36 44 71 88 90 94 97 #SUP: 144
1 6 31 36 44 71 90 94 97 107 #SUP: 144
1 6 31 36 44 71 90 94 97 108 #SUP: 144
1 6 31 36 44 79 88 90 94 97 #SUP: 160
1 6 31 36 44 79 90 94 97 107 #SUP: 104
1 6 31 36 44 79 90 94 97 108 #SUP: 104
1 6 31 36 44 88 90 94 97 107 #SUP: 104
1 6 31 36 44 88 90 94 97 108 #SUP: 104
1 6 31 36 50 67 71 90 94 97 #SUP: 256
1 6 31 36 50 67 79 90 94 97 #SUP: 150
1 6 31 36 50 67 88 90 94 97 #SUP: 150
1 6 31 36 50 67 90 94 97 107 #SUP: 144
1 6 31 36 50 67 90 94 97 108 #SUP: 144
1 6 31 36 50 71 79 90 94 97 #SUP: 144
1 6 31 36 50 71 88 90 94 97 #SUP: 144
1 6 31 36 50 71 90 94 97 107 #SUP: 144
1 6 31 36 50 71 90 94 97 108 #SUP: 144
1 6 31 36 50 79 88 90 94 97 #SUP: 166
1 6 31 36 50 79 90 94 97 107 #SUP: 104
1 6 31 36 50 79 90 94 97 108 #SUP: 104
1 6 31 36 50 88 90 94 97 107 #SUP: 104
1 6 31 36 50 88 90 94 97 108 #SUP: 104
1 6 31 36 53 57 67 71 90 94 #SUP: 238
1 6 31 36 53 57 67 79 90 94 #SUP: 100
1 6 31 36 53 57 67 90 94 97 #SUP: 228
1 6 31 36 53 57 67 90 94 120 #SUP: 128
1 6 31 36 53 57 71 79 90 94 #SUP: 100
1 6 31 36 53 57 71 90 94 97 #SUP: 228
1 6 31 36 53 57 71 90 94 120 #SUP: 128
1 6 31 36 53 57 79 90 94 97 #SUP: 96
1 6 31 36 53 57 90 94 97 120 #SUP: 132
1 6 31 36 53 67 71 79 90 94 #SUP: 110
1 6 31 36 53 67 79 90 94 97 #SUP: 90
1 6 31 36 53 67 90 94 97 120 #SUP: 123
1 6 31 36 55 67 71 79 90 94 #SUP: 86
1 6 31 36 55 67 71 90 94 114 #SUP: 86
1 6 31 36 57 67 71 79 90 94 #SUP: 310
1 6 31 36 57 67 71 90 94 97 #SUP: 870
1 6 31 36 57 67 71 90 94 120 #SUP: 446
1 6 31 36 57 67 79 90 94 97 #SUP: 300
1 6 31 36 57 67 79 90 94 120 #SUP: 164
1 6 31 36 57 67 90 94 97 120 #SUP: 444
1 6 31 36 57 71 79 90 94 97 #SUP: 300
1 6 31 36 57 71 79 90 94 120 #SUP: 164
1 6 31 36 57 71 90 94 97 120 #SUP: 444
1 6 31 36 57 79 90 94 97 120 #SUP: 168
1 6 31 36 67 71 79 88 90 94 #SUP: 288
1 6 31 36 67 71 79 90 94 97 #SUP: 454
1 6 31 36 67 71 79 90 94 100 #SUP: 166
1 6 31 36 67 71 79 90 94 120 #SUP: 174
1 6 31 36 67 71 88 90 94 97 #SUP: 448
1 6 31 36 67 71 90 94 97 107 #SUP: 512
1 6 31 36 67 71 90 94 97 108 #SUP: 512
1 6 31 36 67 71 90 94 97 120 #SUP: 454
1 6 31 36 67 79 88 90 94 97 #SUP: 408
1 6 31 36 67 79 90 94 97 107 #SUP: 288
1 6 31 36 67 79 90 94 97 108 #SUP: 288
1 6 31 36 67 79 90 94 97 120 #SUP: 184
1 6 31 36 67 88 90 94 97 107 #SUP: 288
1 6 31 36 67 88 90 94 97 108 #SUP: 288
1 6 31 36 71 79 88 90 94 97 #SUP: 384
1 6 31 36 71 79 90 94 97 107 #SUP: 288
1 6 31 36 71 79 90 94 97 108 #SUP: 288
1 6 31 36 71 79 90 94 97 120 #SUP: 172
1 6 31 36 71 88 90 94 97 107 #SUP: 288
1 6 31 36 71 88 90 94 97 108 #SUP: 288
1 6 31 36 79 88 90 94 97 107 #SUP: 320
1 6 31 36 79 88 90 94 97 108 #SUP: 320
1 6 31 38 41 55 63 67 71 90 #SUP: 112
1 6 31 38 41 67 71 90 97 104 #SUP: 912
1 6 31 38 41 67 71 90 104 120 #SUP: 464
1 6 31 38 44 67 71 90 97 104 #SUP: 240
1 6 31 38 67 71 90 97 104 108 #SUP: 460
1 6 31 38 67 71 90 97 104 120 #SUP: 472
1 6 31 41 44 67 71 90 97 108 #SUP: 128
1 6 36 38 41 53 90 94 104 121 #SUP: 136
1 6 36 38 41 55 69 90 94 104 #SUP: 100
1 6 36 38 44 67 90 94 97 104 #SUP: 256
1 6 36 38 50 67 79 90 94 97 #SUP: 118
1 6 36 38 50 67 88 90 94 97 #SUP: 118
1 6 36 38 50 67 90 94 97 104 #SUP: 256
1 6 36 38 50 67 90 94 97 121 #SUP: 131
1 6 36 38 53 67 79 88 90 94 #SUP: 86
1 6 36 38 53 67 79 90 94 97 #SUP: 110
1 6 36 38 53 67 88 90 94 97 #SUP: 110
1 6 36 38 53 67 90 94 97 121 #SUP: 127
1 6 36 38 55 67 79 88 90 94 #SUP: 184
1 6 36 38 67 79 88 90 94 97 #SUP: 248
1 6 36 38 67 79 88 90 94 104 #SUP: 240
1 6 36 38 67 79 88 90 94 121 #SUP: 132
1 6 36 38 67 79 90 94 97 104 #SUP: 416
1 6 36 38 67 79 90 94 97 121 #SUP: 220
1 6 36 38 67 79 90 94 104 121 #SUP: 216
1 6 36 38 67 88 90 94 97 104 #SUP: 416
1 6 36 38 67 88 90 94 97 121 #SUP: 220
1 6 36 38 67 88 90 94 104 121 #SUP: 216
1 6 36 38 67 90 94 97 104 107 #SUP: 496
1 6 36 38 67 90 94 97 104 108 #SUP: 496
1 6 36 38 67 90 94 97 104 121 #SUP: 496
1 6 36 39 56 79 88 90 94 97 #SUP: 560
1 6 36 39 67 71 79 90 94 97 #SUP: 182
1 6 36 41 44 67 79 90 94 97 #SUP: 168
1 6 36 41 44 67 88 90 94 97 #SUP: 168
1 6 36 41 44 67 90 94 97 107 #SUP: 156
1 6 36 41 44 67 90 94 97 108 #SUP: 156
1 6 36 41 44 79 88 90 94 97 #SUP: 184
1 6 36 41 44 79 90 94 97 107 #SUP: 116
1 6 36 41 44 79 90 94 97 108 #SUP: 116
1 6 36 41 44 88 90 94 97 107 #SUP: 116
1 6 36 41 44 88 90 94 97 108 #SUP: 116
1 6 36 41 50 67 79 90 94 97 #SUP: 168
1 6 36 41 50 67 88 90 94 97 #SUP: 168
1 6 36 41 50 67 90 94 97 107 #SUP: 156
1 6 36 41 50 67 90 94 97 108 #SUP: 156
1 6 36 41 50 79 88 90 94 97 #SUP: 184
1 6 36 41 50 79 90 94 97 107 #SUP: 116
1 6 36 41 50 79 90 94 97 108 #SUP: 116
1 6 36 41 50 88 90 94 97 107 #SUP: 116
1 6 36 41 50 88 90 94 97 108 #SUP: 116
1 6 36 41 67 79 88 90 94 97 #SUP: 448
1 6 36 41 67 79 90 94 97 107 #SUP: 320
1 6 36 41 67 79 90 94 97 108 #SUP: 320
1 6 36 41 67 88 90 94 97 107 #SUP: 320
1 6 36 41 67 88 90 94 97 108 #SUP: 320
1 6 36 41 79 88 90 94 97 107 #SUP: 352
1 6 36 41 79 88 90 94 97 108 #SUP: 352
1 6 36 41 79 88 90 94 97 119 #SUP: 304
1 6 36 41 79 88 90 94 97 122 #SUP: 560
1 6 36 42 67 71 79 90 94 97 #SUP: 86
1 6 36 42 67 79 88 90 94 97 #SUP: 104
1 6 36 42 67 79 90 94 97 120 #SUP: 88
1 6 36 44 56 67 71 90 94 97 #SUP: 264
1 6 36 44 56 67 79 90 94 97 #SUP: 152
1 6 36 44 56 67 88 90 94 97 #SUP: 152
1 6 36 44 56 67 90 94 97 108 #SUP: 148
1 6 36 44 56 71 79 90 94 97 #SUP: 152
1 6 36 44 56 71 88 90 94 97 #SUP: 152
1 6 36 44 56 71 90 94 97 108 #SUP: 148
1 6 36 44 56 79 88 90 94 97 #SUP: 168
1 6 36 44 56 79 90 94 97 108 #SUP: 108
1 6 36 44 56 88 90 94 97 108 #SUP: 108
1 6 36 44 67 71 79 90 94 97 #SUP: 128
1 6 36 44 67 71 88 90 94 97 #SUP: 128
1 6 36 44 67 71 90 94 97 104 #SUP: 240
1 6 36 44 67 71 90 94 97 108 #SUP: 136
1 6 36 44 67 79 88 90 94 97 #SUP: 144
1 6 36 44 67 79 90 94 97 104 #SUP: 128
1 6 36 44 67 79 90 94 97 107 #SUP: 88
1 6 36 44 67 79 90 94 97 108 #SUP: 96
1 6 36 44 67 88 90 94 97 104 #SUP: 128
1 6 36 44 67 88 90 94 97 107 #SUP: 88
1 6 36 44 67 88 90 94 97 108 #SUP: 96
1 6 36 44 67 90 94 97 104 108 #SUP: 136
1 6 36 44 71 79 88 90 94 97 #SUP: 112
1 6 36 44 79 88 90 94 97 107 #SUP: 96
1 6 36 44 79 88 90 94 97 108 #SUP: 104
1 6 36 50 56 67 71 90 94 97 #SUP: 264
1 6 36 50 56 67 79 90 94 97 #SUP: 152
1 6 36 50 56 67 88 90 94 97 #SUP: 152
1 6 36 50 56 67 90 94 97 108 #SUP: 148
1 6 36 50 56 71 79 90 94 97 #SUP: 152
1 6 36 50 56 71 88 90 94 97 #SUP: 152
1 6 36 50 56 71 90 94 97 108 #SUP: 148
1 6 36 50 56 79 88 90 94 97 #SUP: 168
1 6 36 50 56 79 90 94 97 108 #SUP: 108
1 6 36 50 56 88 90 94 97 108 #SUP: 108
1 6 36 50 67 71 79 90 94 97 #SUP: 128
1 6 36 50 67 71 88 90 94 97 #SUP: 128
1 6 36 50 67 71 90 94 97 104 #SUP: 240
1 6 36 50 67 71 90 94 97 108 #SUP: 136
1 6 36 50 67 79 88 90 94 97 #SUP: 150
1 6 36 50 67 79 90 94 97 104 #SUP: 128
1 6 36 50 67 79 90 94 97 107 #SUP: 88
1 6 36 50 67 79 90 94 97 108 #SUP: 96
1 6 36 50 67 79 90 94 97 128 #SUP: 94
1 6 36 50 67 88 90 94 97 104 #SUP: 128
1 6 36 50 67 88 90 94 97 107 #SUP: 88
1 6 36 50 67 88 90 94 97 108 #SUP: 96
1 6 36 50 67 88 90 94 97 128 #SUP: 94
1 6 36 50 67 90 94 97 104 108 #SUP: 136
1 6 36 50 67 90 94 97 120 128 #SUP: 127
1 6 36 50 71 79 88 90 94 97 #SUP: 112
1 6 36 50 79 88 90 94 97 107 #SUP: 96
1 6 36 50 79 88 90 94 97 108 #SUP: 104
1 6 36 53 57 67 71 79 90 94 #SUP: 110
1 6 36 53 57 67 71 90 94 97 #SUP: 238
1 6 36 53 57 67 71 90 94 120 #SUP: 138
1 6 36 53 57 67 79 90 94 97 #SUP: 100
1 6 36 53 57 67 90 94 97 120 #SUP: 136
1 6 36 53 57 71 79 90 94 97 #SUP: 100
1 6 36 53 57 71 90 94 97 120 #SUP: 136
1 6 36 53 67 79 90 94 97 128 #SUP: 94
1 6 36 53 67 88 90 94 97 128 #SUP: 94
1 6 36 53 67 90 94 97 120 128 #SUP: 127
1 6 36 56 67 71 79 90 94 97 #SUP: 464
1 6 36 56 67 71 88 90 94 97 #SUP: 464
1 6 36 56 67 71 90 94 97 108 #SUP: 520
1 6 36 56 67 79 88 90 94 97 #SUP: 400
1 6 36 56 67 79 90 94 97 108 #SUP: 296
1 6 36 56 67 88 90 94 97 108 #SUP: 296
1 6 36 56 71 79 88 90 94 97 #SUP: 400
1 6 36 56 71 79 90 94 97 108 #SUP: 296
1 6 36 56 71 88 90 94 97 108 #SUP: 296
1 6 36 56 79 88 90 94 97 108 #SUP: 328
1 6 36 57 67 71 79 90 94 97 #SUP: 342
1 6 36 57 67 71 79 90 94 120 #SUP: 206
1 6 36 57 67 71 90 94 97 120 #SUP: 486
1 6 36 57 67 79 90 94 97 120 #SUP: 204
1 6 36 57 71 79 90 94 97 120 #SUP: 204
1 6 36 67 71 79 88 90 94 97 #SUP: 304
1 6 36 67 71 79 88 90 94 104 #SUP: 192
1 6 36 67 71 79 90 94 97 104 #SUP: 368
1 6 36 67 71 79 90 94 97 108 #SUP: 248
1 6 36 67 71 79 90 94 97 120 #SUP: 214
1 6 36 67 71 79 90 94 104 120 #SUP: 216
1 6 36 67 71 88 90 94 97 104 #SUP: 368
1 6 36 67 71 88 90 94 97 108 #SUP: 248
1 6 36 67 71 88 90 94 104 120 #SUP: 216
1 6 36 67 71 90 94 97 104 108 #SUP: 472
1 6 36 67 71 90 94 97 104 120 #SUP: 496
1 6 36 67 79 88 90 94 97 104 #SUP: 272
1 6 36 67 79 88 90 94 97 107 #SUP: 240
1 6 36 67 79 88 90 94 97 108 #SUP: 264
